participant_id,video_file,gloss,asl_lex_code,class_idx,split
P7,3232107259587049-SPECIAL.mp4,SPECIAL1,J_02_020,93,train
P7,25163194051761417-ELEVATOR.mp4,ELEVATOR1,G_03_036,71,train
P7,01789094394246238-WHAT FOR.mp4,WHATFOR1,C_02_054,99,train
P7,8710927730521709-ELEVATOR.mp4,ELEVATOR1,G_03_036,71,train
P7,09015851628987148-SHAVE.mp4,SHAVE1,J_02_018,92,train
P7,22043608043834606-RESEARCH.mp4,RESEARCH1,B_03_084,89,train
P7,09421450639596118-NIGHT.mp4,NIGHT1,A_01_003,84,train
P7,31833969496212267-RIVER.mp4,RIVER1,A_03_035,90,train
P7,5751161286682638-LETTUCE.mp4,LETTUCE1,A_01_083,78,train
P7,09161156077466215-CLOUD.mp4,CLOUD1,D_01_092,58,train
P7,7747006274062858-CALENDAR.mp4,CALENDAR1,A_03_001,41,train
P7,7283627553506011-MECHANIC.mp4,MECHANIC1,A_03_030,81,train
P7,6913153999030439-BATH.mp4,BATH,B_01_019,21,train
P7,10954121875598655-ANGRY.mp4,ANGRY,B_01_070,9,train
P7,36897191983576905-BRIDGE.mp4,BRIDGE1,A_03_081,37,train
P7,9605654044153882-BUTTERFLY.mp4,BUTTERFLY,A_03_056,39,train
P7,07046710854641991-BECAUSE.mp4,BECAUSE,B_01_049,22,train
P7,8256868559091335-BELT.mp4,BELT1,A_03_036,26,train
P7,9810377484871167-CABINET.mp4,CABINET,B_03_030,40,train
P7,32575381691299743-ALPHABET.mp4,ALPHABET,B_02_024,7,train
P7,5300191533671401-BROTHER.mp4,BROTHER,B_01_065,38,train
P7,1866812929675714-AFTER.mp4,AFTER,B_02_030,4,train
P7,362690375710766-BASEMENT.mp4,BASEMENT,C_01_034,18,train
P7,014770041748456197-MOVIE.mp4,MOVIE1,B_03_077,83,train
P7,3256030268720562-CALL TTY.mp4,CALLTTY,B_03_026,42,train
P7,23660002991445417-AND.mp4,AND,B_03_072,8,train
P7,19802861748753053-CHARACTER.mp4,CHARACTER,B_02_088,54,train
P7,1350144432944682-BORROW.mp4,BORROW,B_03_055,29,train
P7,3407129339550383-EAT.mp4,EAT1,B_02_002,69,train
P7,2079003378362847-TYPE.mp4,TYPE1,F_03_059,98,train
P7,49337666671535385-DECIDE.mp4,DECIDE1,B_02_074,62,train
P7,425667211082861-DOWNSIZE.mp4,DOWNSIZE1,C_01_055,67,train
P7,6100485201369457-APPLE.mp4,APPLE,A_03_054,12,train
P7,2892171762657494-LETTUCE.mp4,LETTUCE1,A_01_083,78,train
P7,6274445274714053-SHAVE.mp4,SHAVE1,J_02_018,92,train
P7,6963627116990179-PATIENT 2.mp4,PATIENT2,B_01_085,87,train
P7,06951583315417387-CATHOLIC.mp4,CATHOLIC,B_03_052,50,train
P7,4373322507640063-FINE.mp4,FINE1,C_01_043,72,train
P7,9170671032109232-5 DOLLARS.mp4,5DOLLARS,B_01_062,0,train
P7,5892698339580624-HOSPITAL.mp4,HOSPITAL1,B_02_026,76,train
P7,025713906446628743-BLOOD.mp4,BLOOD,C_01_087,28,train
P7,826287172670046-BRAVE.mp4,BRAVE,B_03_050,35,train
P7,5236570779366814-ACTION.mp4,ACTION,C_01_026,2,train
P7,47654404282838847-FOREIGNER.mp4,FOREIGNER1,C_01_077,73,train
P7,11249646142966907-CANCELLATION.mp4,CANCELLATION,C_02_017,44,train
P7,7031727030753636-ALARM.mp4,ALARM,C_01_085,5,train
P37,5505491491454495-SPECIAL.mp4,SPECIAL1,J_02_020,93,train
P37,17661385034531007-ELEVATOR.mp4,ELEVATOR1,G_03_036,71,train
P37,16185522171162914-WHAT FOR.mp4,WHATFOR1,C_02_054,99,train
P37,36318193518975583-ELEVATOR.mp4,ELEVATOR1,G_03_036,71,train
P37,11560935788183668-SHAVE.mp4,SHAVE1,J_02_018,92,train
P37,5661263952837914-RESEARCH.mp4,RESEARCH1,B_03_084,89,train
P37,9789286217696351-NIGHT.mp4,NIGHT1,A_01_003,84,train
P37,7109612761270236-RIVER.mp4,RIVER1,A_03_035,90,train
P37,7043082429571557-LETTUCE.mp4,LETTUCE1,A_01_083,78,train
P37,7146499232909553-APPLE.mp4,APPLE,A_03_054,12,train
P37,6494254793022431-HURDLE-TRIP.mp4,HURDLE/TRIP1,G_01_036,77,train
P37,9636567629487409-CALENDAR.mp4,CALENDAR1,A_03_001,41,train
P37,6237575353180616-WHAT FOR.mp4,WHATFOR1,C_02_054,99,train
P37,8999403469318679-THEY.mp4,THEY1,F_02_103,95,train
P37,7753126798089989-PATIENT 2.mp4,PATIENT2,B_01_085,87,train
P37,5685590569996577-LOCK.mp4,LOCK1,H_02_017,79,train
P51,037721634877925014-SPECIAL.mp4,SPECIAL1,J_02_020,93,train
P51,37990690968507157-ELEVATOR.mp4,ELEVATOR1,G_03_036,71,train
P51,4642599331163948-WHAT FOR.mp4,WHATFOR1,C_02_054,99,train
P51,2045252510515796-ELEVATOR.mp4,ELEVATOR1,G_03_036,71,train
P51,9503414410661455-SHAVE.mp4,SHAVE1,J_02_018,92,train
P51,928567068902588-RESEARCH.mp4,RESEARCH1,B_03_084,89,train
P51,06071790828062662-NIGHT.mp4,NIGHT1,A_01_003,84,train
P51,5064743227381254-RIVER.mp4,RIVER1,A_03_035,90,train
P51,4348168367160372-LETTUCE.mp4,LETTUCE1,A_01_083,78,train
P51,2573567212961194-CLOUD.mp4,CLOUD1,D_01_092,58,train
P51,1600415559854731-CALENDAR.mp4,CALENDAR1,A_03_001,41,train
P51,5209376155397227-MECHANIC.mp4,MECHANIC1,A_03_030,81,train
P7,903443285947815-BOWL.mp4,BOWL,C_03_049,31,train
P7,27162927104644186-APPEAR.mp4,APPEAR,C_03_064,11,train
P7,04692550550323449-CHANNEL.mp4,CHANNEL,C_03_023,53,train
P7,9321058672622045-MOVIE.mp4,MOVIE1,B_03_077,83,train
P7,7896700330944251-DEMAND.mp4,DEMAND1,D_03_080,63,train
P7,37899136902559083-BACK OUT.mp4,BACKOUT,F_01_041,15,train
P7,9644038997019886-BASKET 2.mp4,BASKET1,E_01_060,19,train
P7,7544107826203525-ADVERTISE.mp4,ADVERTISE,J_03_015,3,train
P7,44111809664306545-DRAG.mp4,DRAG1,J_02_039,68,train
P7,008058944502963516-TAKE OFF.mp4,TAKEOFF1,F_01_020,94,train
P7,4707692122950564-BASKETBALL.mp4,BASKETBALL1,A_03_045,20,train
P7,8003555877371669-FINE.mp4,FINE1,C_01_043,72,train
P7,03913027306941852-DECIDE.mp4,DECIDE1,B_02_074,62,train
P7,5167876927498722-ROCKING CHAIR.mp4,ROCKINGCHAIR1,G_01_010,91,train
P7,8518237171580363-BREAKFAST.mp4,BREAKFAST1,J_01_053,36,train
P7,4153430361974173-DEAF.mp4,DEAF1,F_03_038,61,train
P37,4320670014874919-FINE.mp4,FINE1,C_01_043,72,train
P37,2294303196632861-DECIDE.mp4,DECIDE1,B_02_074,62,train
P37,8816752882185881-ROCKING CHAIR.mp4,ROCKINGCHAIR1,G_01_010,91,train
P37,3020133324062588-BREAKFAST.mp4,BREAKFAST1,J_01_053,36,train
P37,9899511825675291-DEAF.mp4,DEAF1,F_03_038,61,train
P37,06683618824707782-CHRISTMAS.mp4,CHRISTMAS1,F_03_029,57,train
P37,2648439776170859-CANCEL.mp4,CANCEL1,F_03_083,43,train
P37,8076163112657544-RECENT.mp4,RECENT1,H_03_090,88,train
P37,05289594676196807-THIRD.mp4,THIRD1,F_02_088,96,train
P37,8679293440719862-THEY.mp4,THEY1,F_02_103,95,train
P37,45004687075063177-BACKPACK.mp4,BACKPACK1,G_03_091,16,train
P37,28879798463378203-EDIT.mp4,EDIT1,G_02_057,70,train
P37,8449356409246851-SPECIAL.mp4,SPECIAL1,J_02_020,93,train
P37,1307076593955785-CONFUSED.mp4,CONFUSED1,J_01_110,59,train
P43,7671759319593303-HALLOWEEN.mp4,HALLOWEEN1,G_03_011,75,train
P43,029798118124713113-DINNER.mp4,DINNER1,G_03_044,65,train
P43,5545943805874143-EDIT.mp4,EDIT1,G_02_057,70,train
P43,16055395237458114-RIVER.mp4,RIVER1,A_03_035,90,train
P43,016134052760367945-AXE.mp4,AXE1,G_03_066,14,train
P43,026269589574182683-DOG.mp4,DOG1,A_01_056,66,train
P43,687175058377234-TWINS.mp4,TWINS1,F_01_032,97,train
P43,6676304088782101-DINNER.mp4,DINNER1,G_03_044,65,train
P43,7065122552937446-CANCER.mp4,CANCER1,F_01_047,45,train
P43,5780599191678353-BITE.mp4,BITE1,K_02_045,27,train
P43,10140039043648663-RECENT.mp4,RECENT1,H_03_090,88,train
P37,06281926263685134-DEVELOP.mp4,DEVELOP1,J_03_092,64,train
P37,23609909148559982-BELT.mp4,BELT1,A_03_036,26,train
P37,8528595356812567-BEE.mp4,BEE1,J_02_101,23,train
P37,7631730254707754-TWINS.mp4,TWINS1,F_01_032,97,train
P37,3400858540940377-CANCER.mp4,CANCER1,F_01_047,45,train
P37,567899330356284-DEVELOP.mp4,DEVELOP1,J_03_092,64,train
P37,6939178350263646-HOSPITAL.mp4,HOSPITAL1,B_02_026,76,train
P37,06779656223967634-BASKETBALL.mp4,BASKETBALL1,A_03_045,20,train
P37,3446718752533997-CHRISTMAS.mp4,CHRISTMAS1,F_03_029,57,train
P37,7374421800025743-BOTTLE.mp4,BOTTLE,D_02_064,30,train
P37,05212260739583496-CANDY 2.mp4,CANDY2,D_02_079,46,train
P37,39228612749840286-BEHAVIOR.mp4,BEHAVIOR,C_02_036,24,train
P37,02865030271489233-CATEGORY.mp4,CATEGORY,E_01_034,49,train
P37,01783748895389059-MECHANIC.mp4,MECHANIC1,A_03_030,81,train
P37,6193814382865199-AXE.mp4,AXE1,G_03_066,14,train
P37,5874541618160627-DARK.mp4,DARK1,J_03_094,60,train
P37,4476163900193748-PARTY.mp4,PARTY1,G_02_059,86,train
P37,7293799339459783-HALLOWEEN.mp4,HALLOWEEN1,G_03_011,75,train
P37,7907560266356091-BASEBALL CAP.mp4,BASEBALLCAP,G_02_072,17,train
P37,5109329041404647-NOON.mp4,NOON1,G_02_014,85,train
P37,765570767759806-CHEEK.mp4,CHEEK,G_03_052,56,train
P37,5911775875982508-THIRD.mp4,THIRD1,F_02_088,96,train
P37,9554537508077097-BITE.mp4,BITE1,K_02_045,27,train
P37,8460134964687784-DRAG.mp4,DRAG1,J_02_039,68,train
P14,6379969048259-CHRISTMAS.mp4,CHRISTMAS1,F_03_029,57,train
P14,5197442310530922-BOTTLE.mp4,BOTTLE,D_02_064,30,train
P14,535372714691124-CANDY 2.mp4,CANDY2,D_02_079,46,train
P14,09235764789446432-BEHAVIOR.mp4,BEHAVIOR,C_02_036,24,train
P14,8112347836642517-CATEGORY.mp4,CATEGORY,E_01_034,49,train
P14,23020749118320083-MECHANIC.mp4,MECHANIC1,A_03_030,81,train
P14,4247633246834668-AXE.mp4,AXE1,G_03_066,14,train
P14,7097143034509819-DARK.mp4,DARK1,J_03_094,60,train
P14,3668590903054323-PARTY.mp4,PARTY1,G_02_059,86,train
P14,505788503144625-HALLOWEEN.mp4,HALLOWEEN1,G_03_011,75,train
P14,23335252750042312-BASEBALL CAP.mp4,BASEBALLCAP,G_02_072,17,train
P14,11647925581755958-NOON.mp4,NOON1,G_02_014,85,train
P14,5987237849331482-CHEEK.mp4,CHEEK,G_03_052,56,train
P14,4788883809061111-THIRD.mp4,THIRD1,F_02_088,96,train
P14,10561452889452339-CLOUD.mp4,CLOUD1,D_01_092,58,train
P14,38661684159752396-BASKETBALL.mp4,BASKETBALL1,A_03_045,20,train
P14,40743125054260143-GUESS.mp4,GUESS1,D_02_013,74,train
P14,5847293981432022-EAT.mp4,EAT1,B_02_002,69,train
P14,07874158333415582-DOG.mp4,DOG1,A_01_056,66,train
P14,26179146231501327-LOCK.mp4,LOCK1,H_02_017,79,train
P14,2526733548905937-LUNCH.mp4,LUNCH1,G_02_081,80,train
P14,10244927190878084-TYPE.mp4,TYPE1,F_03_059,98,train
P14,9645580513144345-LUNCH.mp4,LUNCH1,G_02_081,80,train
P14,609777006407229-CHAIN.mp4,CHAIN,E_02_055,52,train
P14,9799487393689417-CHASE.mp4,CHASE,F_03_017,55,train
P14,9343595032367136-BOXING.mp4,BOXING,F_03_050,32,train
P14,9228081889964546-NOON.mp4,NOON1,G_02_014,85,train
P14,41048138699229675-DEAF.mp4,DEAF1,F_03_038,61,train
P14,8789444273286757-ROCKING CHAIR.mp4,ROCKINGCHAIR1,G_01_010,91,train
P14,627110026160292-HURDLE-TRIP.mp4,HURDLE/TRIP1,G_01_036,77,train
P14,5181304306006971-PARTY.mp4,PARTY1,G_02_059,86,train
P14,9459473560676628-DARK.mp4,DARK1,J_03_094,60,train
P14,09392026245020113-GUESS.mp4,GUESS1,D_02_013,74,train
P14,8976550946721318-DEMAND.mp4,DEMAND1,D_03_080,63,train
P36,944625109900574-CLOUD.mp4,CLOUD1,D_01_092,58,train
P36,306186249835092-BASKETBALL.mp4,BASKETBALL1,A_03_045,20,train
P36,08383243347252911-CHAIN.mp4,CHAIN,E_02_055,52,train
P36,8639739394173287-CHASE.mp4,CHASE,F_03_017,55,train
P36,7971484897982948-BOXING.mp4,BOXING,F_03_050,32,train
P36,3567776249024257-NOON.mp4,NOON1,G_02_014,85,train
P36,6898724827814644-DEAF.mp4,DEAF1,F_03_038,61,train
P36,869561694866692-ROCKING CHAIR.mp4,ROCKINGCHAIR1,G_01_010,91,train
P36,09909674431836946-HURDLE-TRIP.mp4,HURDLE/TRIP1,G_01_036,77,train
P36,6174007229065617-PARTY.mp4,PARTY1,G_02_059,86,train
P36,7972540858425834-DARK.mp4,DARK1,J_03_094,60,train
P36,5972296571735796-GUESS.mp4,GUESS1,D_02_013,74,train
P36,9843084094806342-DEMAND.mp4,DEMAND1,D_03_080,63,train
P36,9801325496042217-FOREIGNER.mp4,FOREIGNER1,C_01_077,73,train
P36,824470489753987-DOWNSIZE.mp4,DOWNSIZE1,C_01_055,67,train
P38,27765274041627186-CONFUSED.mp4,CONFUSED1,J_01_110,59,train
P43,037705099922076935-CONFUSED.mp4,CONFUSED1,J_01_110,59,train
P38,5813305742300381-CASTLE 4.mp4,CASTLE4,K_03_110,48,train
P38,12301657845922032-BRAIDS.mp4,BRAIDS,K_03_125,34,train
P43,3779045036591331-CASTLE 4.mp4,CASTLE4,K_03_110,48,train
P43,03704565390124204-BRAIDS.mp4,BRAIDS,K_03_125,34,train
P43,2339434836957437-MICROSCOPE.mp4,MICROSCOPE1,A_03_076,82,train
P43,9469038212478773-AUTISM.mp4,AUTISM1,F_03_011,13,train
P43,8348105576996043-BITE.mp4,BITE1,K_02_045,27,train
P38,5733685563365543-MICROSCOPE.mp4,MICROSCOPE1,A_03_076,82,train
P38,950812287551968-AUTISM.mp4,AUTISM1,F_03_011,13,train
P38,4076286172592669-BITE.mp4,BITE1,K_02_045,27,train
P7,09763613915615466-BELIEVE.mp4,BELIEVE1,D_02_049,25,train
P7,4633823141411624-WHAT FOR.mp4,WHATFOR1,C_02_054,99,train
P7,2961790146859644-MICROSCOPE.mp4,MICROSCOPE1,A_03_076,82,train
P7,4960359561593253-ABOUT.mp4,ABOUT1,B_02_072,1,train
P7,09185137973370061-BOY.mp4,BOY,B_02_090,33,train
P7,5469237869711352-DARK.mp4,DARK1,J_03_094,60,train
P7,645629558791875-GUESS.mp4,GUESS1,D_02_013,74,train
P7,23465422742749942-DEMAND.mp4,DEMAND1,D_03_080,63,train
P7,7291327672313246-HURDLE-TRIP.mp4,HURDLE/TRIP1,G_01_036,77,train
P7,6968394080379079-DEVELOP.mp4,DEVELOP1,J_03_092,64,train
P7,18899507600819643-PATIENT 2.mp4,PATIENT2,B_01_085,87,train
P7,281800149499168-LOCK.mp4,LOCK1,H_02_017,79,train
P7,2766561198769144-BELT.mp4,BELT1,A_03_036,26,train
P7,2682450733634967-BEE.mp4,BEE1,J_02_101,23,train
P32,11711757232107178-BEE.mp4,BEE1,J_02_101,23,train
P32,14166593755537016-LOCK.mp4,LOCK1,H_02_017,79,train
P32,5227746277679197-LUNCH.mp4,LUNCH1,G_02_081,80,train
P32,9271347907459795-TYPE.mp4,TYPE1,F_03_059,98,train
P36,8903687797420998-HOSPITAL.mp4,HOSPITAL1,B_02_026,76,train
P36,06659727414114647-BLOOD.mp4,BLOOD,C_01_087,28,train
P36,6988556058045394-BRAVE.mp4,BRAVE,B_03_050,35,train
P36,40510474167184896-ACTION.mp4,ACTION,C_01_026,2,train
P36,14237976705607513-FOREIGNER.mp4,FOREIGNER1,C_01_077,73,train
P36,7789248215352813-CANCELLATION.mp4,CANCELLATION,C_02_017,44,train
P36,36285227744262327-ALARM.mp4,ALARM,C_01_085,5,train
P36,24689224267900967-BOWL.mp4,BOWL,C_03_049,31,train
P36,9106589076358866-APPEAR.mp4,APPEAR,C_03_064,11,train
P36,8043797064070148-CHANNEL.mp4,CHANNEL,C_03_023,53,train
P41,16319399751609986-5 DOLLARS.mp4,5DOLLARS,B_01_062,0,train
P2,9413904512602245-DEMAND.mp4,DEMAND1,D_03_080,63,train
P2,05428246392931535-BACK OUT.mp4,BACKOUT,F_01_041,15,train
P2,7416599552276348-BASKET 2.mp4,BASKET1,E_01_060,19,train
P2,43632096411966104-CAPTURE.mp4,CAPTURE,H_03_048,47,train
P2,24170625384326772-ANYONE.mp4,ANYONE,H_01_059,10,train
P2,25342203817340914-CEMETERY.mp4,CEMETERY,H_01_037,51,train
P2,05924519578541765-ALL OF_SUDDEN.mp4,ALLOFSUDDEN,H_01_096,6,train
P2,19424238149124262-BREAKFAST.mp4,BREAKFAST1,J_01_053,36,train
P2,5579280687311736-ADVERTISE.mp4,ADVERTISE,J_03_015,3,train
P16,4906781376506284-MICROSCOPE.mp4,MICROSCOPE1,A_03_076,82,train
P16,3894882235778798-ABOUT.mp4,ABOUT1,B_02_072,1,train
P16,3882428949192609-BOY.mp4,BOY,B_02_090,33,train
P16,76728385169996-GUESS.mp4,GUESS1,D_02_013,74,train
P16,8083635818179542-EAT.mp4,EAT1,B_02_002,69,train
P16,3177705074264898-DOG.mp4,DOG1,A_01_056,66,train
P16,4996876454480068-BEE.mp4,BEE1,J_02_101,23,train
P16,47339479599046586-SPECIAL.mp4,SPECIAL1,J_02_020,93,train
P16,2421908984724852-ELEVATOR.mp4,ELEVATOR1,G_03_036,71,train
P16,5273663135367344-SHAVE.mp4,SHAVE1,J_02_018,92,train
P16,22586486115161453-RESEARCH.mp4,RESEARCH1,B_03_084,89,train
P16,5863018728232312-CALENDAR.mp4,CALENDAR1,A_03_001,41,train
P16,7006076300113806-MECHANIC.mp4,MECHANIC1,A_03_030,81,train
P16,498978534110166-BATH.mp4,BATH,B_01_019,21,train
P16,10882043871893354-ANGRY.mp4,ANGRY,B_01_070,9,train
P16,41297068077681565-BRIDGE.mp4,BRIDGE1,A_03_081,37,train
P16,08862710562633569-BUTTERFLY.mp4,BUTTERFLY,A_03_056,39,train
P16,5395009645630173-BECAUSE.mp4,BECAUSE,B_01_049,22,train
P16,7724705500369646-BELT.mp4,BELT1,A_03_036,26,train
P16,34312770923734726-CABINET.mp4,CABINET,B_03_030,40,train
P16,5050610117079983-ALPHABET.mp4,ALPHABET,B_02_024,7,train
P16,4684116630451267-BROTHER.mp4,BROTHER,B_01_065,38,train
P16,5230971619612976-AFTER.mp4,AFTER,B_02_030,4,train
P16,890357419028311-BASEMENT.mp4,BASEMENT,C_01_034,18,train
P16,9869837760535278-MOVIE.mp4,MOVIE1,B_03_077,83,train
P16,28443825486402274-CALL TTY.mp4,CALLTTY,B_03_026,42,train
P16,3741021155965083-AND.mp4,AND,B_03_072,8,train
P16,879223701885961-CHARACTER.mp4,CHARACTER,B_02_088,54,train
P16,22146680854820167-BORROW.mp4,BORROW,B_03_055,29,train
P16,2084190780128221-DECIDE.mp4,DECIDE1,B_02_074,62,train
P16,5772103335746983-DOWNSIZE.mp4,DOWNSIZE1,C_01_055,67,train
P16,43040594979190994-APPLE.mp4,APPLE,A_03_054,12,train
P16,3841139490634713-PATIENT 2.mp4,PATIENT2,B_01_085,87,train
P16,5112773930389689-CATHOLIC.mp4,CATHOLIC,B_03_052,50,train
P16,2474722734260606-FINE.mp4,FINE1,C_01_043,72,train
P16,8846206002347314-5 DOLLARS.mp4,5DOLLARS,B_01_062,0,train
P16,5986181755240401-HOSPITAL.mp4,HOSPITAL1,B_02_026,76,train
P16,02863010772673369-BLOOD.mp4,BLOOD,C_01_087,28,train
P16,4367765212605881-BRAVE.mp4,BRAVE,B_03_050,35,train
P16,16048823581572358-ACTION.mp4,ACTION,C_01_026,2,train
P16,4498337117179432-FOREIGNER.mp4,FOREIGNER1,C_01_077,73,train
P16,12281796780543153-CANCELLATION.mp4,CANCELLATION,C_02_017,44,train
P16,007052570289345361-ALARM.mp4,ALARM,C_01_085,5,train
P16,04528885570542718-BOWL.mp4,BOWL,C_03_049,31,train
P16,6979319940455995-APPEAR.mp4,APPEAR,C_03_064,11,train
P16,0699347109409787-CHANNEL.mp4,CHANNEL,C_03_023,53,train
P16,28239255124319085-DEMAND.mp4,DEMAND1,D_03_080,63,train
P16,1368347920989088-BACK OUT.mp4,BACKOUT,F_01_041,15,train
P16,6512022446553214-BASKET 2.mp4,BASKET1,E_01_060,19,train
P16,5966497138153777-DEAF.mp4,DEAF1,F_03_038,61,train
P16,3346825695027411-ROCKING CHAIR.mp4,ROCKINGCHAIR1,G_01_010,91,train
P16,7664642326742872-HURDLE-TRIP.mp4,HURDLE/TRIP1,G_01_036,77,train
P16,662077742279779-PARTY.mp4,PARTY1,G_02_059,86,train
P16,7892778893886601-BACKPACK.mp4,BACKPACK1,G_03_091,16,train
P16,07431273052799936-CAPTURE.mp4,CAPTURE,H_03_048,47,train
P16,534254020500949-ANYONE.mp4,ANYONE,H_01_059,10,train
P16,2813735428474613-CEMETERY.mp4,CEMETERY,H_01_037,51,train
P16,9687463829364669-ALL OF_SUDDEN.mp4,ALLOFSUDDEN,H_01_096,6,train
P16,28121654798077556-BREAKFAST.mp4,BREAKFAST1,J_01_053,36,train
P16,8025431070005722-ADVERTISE.mp4,ADVERTISE,J_03_015,3,train
P16,8902733237714864-THEY.mp4,THEY1,F_02_103,95,train
P3,1716101064332085-CONFUSED.mp4,CONFUSED1,J_01_110,59,train
P3,9598491022182714-DRAG.mp4,DRAG1,J_02_039,68,train
P3,3277334754694501-DEVELOP.mp4,DEVELOP1,J_03_092,64,train
P16,7663282914514209-TAKE OFF.mp4,TAKEOFF1,F_01_020,94,train
P16,7382873537276688-TWINS.mp4,TWINS1,F_01_032,97,train
P16,32854358601103684-CANCER.mp4,CANCER1,F_01_047,45,train
P16,14386294518453524-CHRISTMAS.mp4,CHRISTMAS1,F_03_029,57,train
P16,629918688259232-CANCEL.mp4,CANCEL1,F_03_083,43,train
P16,5020573065427365-HALLOWEEN.mp4,HALLOWEEN1,G_03_011,75,train
P16,2272702675257865-DINNER.mp4,DINNER1,G_03_044,65,train
P16,904767261814883-AXE.mp4,AXE1,G_03_066,14,train
P16,6057692249000468-BITE.mp4,BITE1,K_02_045,27,train
P16,9810305250243916-RECENT.mp4,RECENT1,H_03_090,88,train
P16,3579369083395303-BOTTLE.mp4,BOTTLE,D_02_064,30,train
P16,5851595172841455-CANDY 2.mp4,CANDY2,D_02_079,46,train
P16,6148891837505921-CASTLE 4.mp4,CASTLE4,K_03_110,48,train
P16,1529465756846513-BRAIDS.mp4,BRAIDS,K_03_125,34,train
P16,941233037754899-BEHAVIOR.mp4,BEHAVIOR,C_02_036,24,train
P16,08694334915738033-CATEGORY.mp4,CATEGORY,E_01_034,49,train
P16,15891831729246308-AUTISM.mp4,AUTISM1,F_03_011,13,train
P16,20340479836256598-BASEBALL CAP.mp4,BASEBALLCAP,G_02_072,17,train
P16,73489373197301-CHEEK.mp4,CHEEK,G_03_052,56,train
P46,7265533909120991-THIRD.mp4,THIRD1,F_02_088,96,train
P46,3250233036968666-DOG.mp4,DOG1,A_01_056,66,train
P46,4256498922014438-SHAVE.mp4,SHAVE1,J_02_018,92,train
P46,394147254494269-NIGHT.mp4,NIGHT1,A_01_003,84,train
P46,06876184589061962-RIVER.mp4,RIVER1,A_03_035,90,train
P46,49157693216842957-LETTUCE.mp4,LETTUCE1,A_01_083,78,train
P46,9823291320171359-HURDLE-TRIP.mp4,HURDLE/TRIP1,G_01_036,77,train
P46,20413012797687902-EDIT.mp4,EDIT1,G_02_057,70,train
P46,9396070564281847-DEVELOP.mp4,DEVELOP1,J_03_092,64,train
P50,343625949867743-CANCEL.mp4,CANCEL1,F_03_083,43,train
P50,49330241830957844-AUTISM.mp4,AUTISM1,F_03_011,13,train
P50,5570080210629782-BASEBALL CAP.mp4,BASEBALLCAP,G_02_072,17,train
P50,7392892050645878-THIRD.mp4,THIRD1,F_02_088,96,train
P50,36477860725502675-BELIEVE.mp4,BELIEVE1,D_02_049,25,train
P50,585300357390725-ABOUT.mp4,ABOUT1,B_02_072,1,train
P50,3098607539628562-BOY.mp4,BOY,B_02_090,33,train
P50,43234510854275543-EAT.mp4,EAT1,B_02_002,69,train
P50,30953548448841706-DOG.mp4,DOG1,A_01_056,66,train
P50,8698342088354629-BEE.mp4,BEE1,J_02_101,23,train
P50,13769138665846503-LOCK.mp4,LOCK1,H_02_017,79,train
P50,3935927006812532-LUNCH.mp4,LUNCH1,G_02_081,80,train
P50,26529288868028167-TYPE.mp4,TYPE1,F_03_059,98,train
P20,8910737037647345-SPECIAL.mp4,SPECIAL1,J_02_020,93,train
P20,36752310622942996-ELEVATOR.mp4,ELEVATOR1,G_03_036,71,train
P20,4126364508409328-SHAVE.mp4,SHAVE1,J_02_018,92,train
P20,3630344372246559-RESEARCH.mp4,RESEARCH1,B_03_084,89,train
P20,7278705413828479-NIGHT.mp4,NIGHT1,A_01_003,84,train
P20,1466213634135458-RIVER.mp4,RIVER1,A_03_035,90,train
P20,2804944784139731-LETTUCE.mp4,LETTUCE1,A_01_083,78,train
P20,8169054551825763-CALENDAR.mp4,CALENDAR1,A_03_001,41,train
P20,3044178349110944-MECHANIC.mp4,MECHANIC1,A_03_030,81,train
P20,10693191530771817-BATH.mp4,BATH,B_01_019,21,train
P20,6566938551150332-ANGRY.mp4,ANGRY,B_01_070,9,train
P20,37564189536714854-BRIDGE.mp4,BRIDGE1,A_03_081,37,train
P20,7861025124598005-BUTTERFLY.mp4,BUTTERFLY,A_03_056,39,train
P20,6410754012541073-BECAUSE.mp4,BECAUSE,B_01_049,22,train
P20,24932459512655392-BELT.mp4,BELT1,A_03_036,26,train
P20,3637436996877239-CABINET.mp4,CABINET,B_03_030,40,train
P20,6745563196906066-ALPHABET.mp4,ALPHABET,B_02_024,7,train
P20,8528083792258134-BROTHER.mp4,BROTHER,B_01_065,38,train
P20,3528769917926853-AFTER.mp4,AFTER,B_02_030,4,train
P20,8271946399736803-BASEMENT.mp4,BASEMENT,C_01_034,18,train
P20,8666592088970226-MOVIE.mp4,MOVIE1,B_03_077,83,train
P20,9397022804007886-CALL TTY.mp4,CALLTTY,B_03_026,42,train
P20,08581765593382995-AND.mp4,AND,B_03_072,8,train
P20,07587440694021486-CHARACTER.mp4,CHARACTER,B_02_088,54,train
P20,8750436182940804-BORROW.mp4,BORROW,B_03_055,29,train
P50,18324975689751422-SPECIAL.mp4,SPECIAL1,J_02_020,93,train
P50,9013812813155793-ELEVATOR.mp4,ELEVATOR1,G_03_036,71,train
P50,511973028593153-SHAVE.mp4,SHAVE1,J_02_018,92,train
P50,5436534887061129-RESEARCH.mp4,RESEARCH1,B_03_084,89,train
P50,23364729653954308-NIGHT.mp4,NIGHT1,A_01_003,84,train
P50,1480065071863632-RIVER.mp4,RIVER1,A_03_035,90,train
