gloss,video_count,train_count,val_count,test_count,participant_count,asl_lex_codes
FOLLOW1,31,16,4,11,30,K_01_113
FOND,31,16,3,12,26,J_01_079
FOOL,31,16,3,12,27,J_02_102
FORBID,31,16,4,11,27,D_03_089
FOREVER1,31,16,3,12,29,D_03_072
FOREVER2,31,15,4,12,26,E_02_025
FORGETFUL,31,14,3,14,27,D_02_017
FORK1,31,15,3,13,27,K_02_050
FORK2,31,15,3,13,28,K_03_003
FORK3,31,16,4,11,27,E_01_049
FOUL,31,15,3,13,27,J_01_049
FOURTH,31,15,3,13,27,H_03_004
FOX,31,14,3,14,28,A_03_041
FRAUD,31,14,4,13,28,D_02_070
FREAKOUT,31,15,4,12,30,G_02_009
FRECKLES,31,15,4,12,30,B_01_083
FRENCHFRIES,31,14,4,13,29,A_01_085
FRIENDSNOMORE1,31,14,3,14,26,J_03_034
FRINGE,31,16,5,10,27,G_02_046
FROG,31,15,4,12,26,D_03_059
FROM,31,14,5,12,29,D_01_059
FRONT,31,15,3,13,29,C_01_039
FROWN1,31,15,3,13,27,K_03_115
GALLAUDET,31,14,4,13,29,B_02_010
GAMBLE,31,16,4,11,27,F_01_051
GARAGE,31,15,3,13,29,A_03_022
GAS,31,14,4,13,29,A_03_090
GATE,31,15,3,13,28,E_03_064
GAY,31,15,5,11,25,D_03_011
GENERATION,31,15,4,12,30,H_01_032
GERMANY,31,16,3,12,28,D_02_088
GET,31,14,4,13,29,B_03_007
GETINBED,31,16,3,12,29,J_03_010
GETTHROUGH,31,14,3,14,27,F_03_047
GETTOGETHER,31,16,3,12,30,J_02_073
GHOST,31,16,3,12,29,E_01_032
GIRAFFE,31,15,4,12,30,A_03_049
GIVEUP,31,15,4,12,29,H_03_028
GLASS1,31,16,3,12,28,K_02_059
GLASS3,31,16,3,12,27,K_01_115
GLASSES,31,14,4,13,29,B_03_036
GLOVE,31,15,3,13,29,A_02_087
GLOVES1,31,13,6,12,28,A_02_026
GLOVES2,31,15,3,13,29,K_01_012
GLOVES4,31,15,3,13,27,K_03_049
GLOW,31,14,4,13,27,D_03_093
GLUE1,31,14,4,13,27,F_01_096
GO,31,15,3,13,28,C_03_056
GOAT,31,14,4,13,29,A_02_024
GOBACKANDFORTH,31,14,3,14,26,H_01_052
GOINGTHROUGHAHARDTIME,31,15,4,12,27,G_03_021
GOLF,31,13,5,13,28,A_02_017
GOOD,31,15,4,12,30,B_01_052
GOODYGOODY,31,14,3,14,26,G_03_083
GOOSEBUMPS,31,15,4,12,29,G_03_096
GORILLA,31,15,4,12,30,A_02_044
GOTHROUGH,31,15,3,13,27,J_03_017
GOTOJAIL,31,13,4,14,27,F_03_099
GOVERNMENT,31,14,4,13,29,B_02_062
GRAB,31,16,4,11,27,E_03_039
GRADE,31,13,4,14,27,F_02_076
GRADUATE,31,15,4,12,29,B_03_081
GRAMMAR,31,17,3,11,29,J_03_078
GRAPES1,31,14,4,13,29,A_02_089
GRASP,31,16,3,12,27,E_01_006
GRASS,31,14,4,13,29,A_03_031
GRAY,31,16,3,12,29,F_01_080
GREET1,31,16,3,12,30,J_01_042
GRIEVE,31,15,4,12,26,E_03_100
GROUP,31,15,3,13,27,J_01_001
GROW,31,15,3,13,28,B_02_042
GUIDE,31,15,3,13,28,E_03_057
GUILLOTINE1,31,14,4,13,29,F_01_093
GUILTY,31,15,4,12,30,D_03_085
GUITAR,31,15,3,13,29,A_02_077
GUN2,31,16,3,12,27,K_01_069
GUN3,31,15,3,13,27,K_03_105
HABIT,31,15,4,12,28,E_03_067
HAIRDRYER2,31,16,3,12,27,K_03_056
HALL,31,16,4,11,27,F_01_097
HAMSTER,31,15,4,12,28,E_03_073
HANDCUFFS,31,15,4,12,29,G_01_088
HANDS,31,16,5,10,27,G_01_065
HANDSOAP,31,15,4,12,30,G_01_089
HANDSOME1,31,15,4,12,30,G_01_098
HANDSOME2,31,15,4,12,29,F_01_003
HANDSOME3,31,14,3,14,26,J_03_018
HANUKKAH,31,15,4,12,29,G_02_030
HAPPY,31,15,4,12,28,C_03_078
HARD,31,15,4,12,30,C_01_036
HARDOFHEARING,31,16,3,12,27,J_01_050
HARMONICA,31,15,4,12,30,G_03_054
HAT2,31,15,3,13,27,K_03_099
HATCH2,31,16,3,12,29,K_01_007
HATE,31,16,4,11,27,F_02_078
HAWAII,31,15,3,13,27,J_03_054
HEAD,31,16,4,11,29,E_03_044
HEADACHE,31,15,4,12,30,B_01_027
HEADCOLD,31,16,5,10,27,J_02_025
HEADGRIND,31,14,4,13,27,E_03_033
HEADPHONES,31,15,4,12,28,C_01_054
HEAP,31,15,3,13,27,H_03_096
HEAR2,31,15,4,12,27,J_02_006
HEARINGAID,31,14,4,13,29,B_01_015
HEART,31,15,4,12,30,B_03_066
HEARTBODY,31,15,4,12,30,H_02_063
HEAVEN,31,15,3,13,29,A_02_075
HEAVY,31,16,3,12,29,F_01_085
HELICOPTER2,31,17,3,11,29,D_02_042
HELP,31,13,5,13,27,D_01_042
HEN,31,15,4,12,29,G_02_041
HERE,31,14,3,14,27,D_01_089
HIDE,31,15,4,12,30,G_02_025
HIGHLIGHTER,31,16,5,10,28,G_01_020
HIGHSCHOOL,31,15,4,12,28,C_02_060
HINGE,31,15,4,12,29,G_03_041
HIPPO1,31,15,4,12,29,C_01_069
HIPPO2,31,15,3,13,27,K_02_060
HISTORY,31,14,4,13,29,A_02_036
HIT1,31,14,4,13,27,F_02_005
HOCKEY,31,15,4,12,30,B_01_035
HOE,31,15,4,12,26,G_01_007
HOLD2,31,15,3,13,27,K_02_124
HOLDACCOUNTABLE,31,15,3,13,28,E_03_093
HOLDHANDS,31,16,5,10,27,H_02_075
HOLDTOGETHER,31,16,3,12,27,E_02_003
HOME,31,14,4,13,29,B_03_063
HONEY1,31,15,4,12,30,F_02_064
HONK,31,15,4,12,30,H_01_074
HONOR,31,16,3,12,27,C_03_079
HOODIE1,31,15,3,13,26,K_02_044
HOP,31,15,3,13,27,E_03_025
HOSE,31,16,3,12,27,E_02_054
HOT,31,16,4,11,27,F_02_093
HOTDOG,31,15,4,12,30,B_03_067
HOTEL,31,15,4,12,30,B_01_053
HOW1,31,17,3,11,29,D_02_082
HOW2,31,14,3,14,27,F_02_086
HOWL,31,14,3,14,26,J_02_019
HUG,31,16,3,12,30,G_02_036
HUMMINGBIRD,31,16,4,11,28,K_01_125
HUNGRY,31,15,4,12,30,C_01_010
HUNT,31,15,3,13,29,B_01_025
HYPOCRITE,31,15,5,11,29,F_03_024
ICECREAM,31,14,3,14,28,A_02_013
IDENTITY,31,15,3,13,27,H_03_071
IGNORE,31,16,3,12,27,D_03_069
IMAGINE1,31,14,4,13,29,B_03_018
IMAGINE2,31,16,3,12,27,K_03_020
IMPOSSIBLE,31,17,3,11,31,B_01_032
IMPROVE,31,16,3,12,30,H_02_003
IN,31,15,5,11,30,E_03_062
INCH,31,14,4,13,27,H_01_056
INDEPENDENT,31,16,5,10,27,J_03_040
INEPT,31,16,3,12,27,J_02_032
INFLUENCE,31,16,3,12,30,H_02_031
INHALE,31,16,3,12,30,J_03_048
INSPIRING,31,14,3,14,27,F_01_095
INSTAGRAM,31,14,4,13,27,H_03_083
INSTITUTE,31,16,3,12,30,J_02_047
INTEREST,31,15,4,12,30,B_03_038
INTERESTED,31,15,4,12,29,F_02_014
INTERVENE,31,14,4,13,27,J_01_109
INTERVIEW,31,15,4,12,29,H_02_054
INTRODUCE,31,16,3,12,27,D_01_076
INTUITIVE,31,17,4,10,28,F_01_006
INVEST,31,15,4,12,30,F_03_045
ISOLATED,31,16,3,12,28,F_02_033
ITALY,31,16,3,12,27,D_02_074
JACKET3,31,16,4,11,30,K_01_116
JAPAN,31,16,3,12,27,D_01_046
JAR,31,15,4,12,30,G_01_076
JEALOUS,31,15,3,13,28,C_03_051
JEWELRY,31,18,3,10,31,H_03_040
JEWISH,31,16,3,12,28,C_03_032
JIGSAWPUZZLE,31,15,4,12,30,C_02_084
JUDGE,31,15,4,12,30,B_01_058
JUICE1,31,16,3,12,30,G_03_035
JUMP,31,16,3,12,27,C_02_089
JUNIOR,31,14,4,13,29,J_03_082
KANGAROO2,31,15,3,13,27,K_01_037
KEY,31,15,4,12,30,B_02_033
KEYBOARD,31,13,4,14,28,B_03_070
KISS1,31,15,4,12,30,D_02_014
KISS3,31,16,4,11,27,E_03_088
KISSFIST,31,15,4,12,27,J_03_038
KITCHEN,31,15,4,12,30,A_02_016
KITTEN,31,14,4,13,27,J_01_092
KNEEL,31,15,4,12,30,C_03_021
KNIGHT1,31,18,3,10,31,H_01_054
KNITTING3,31,16,3,12,27,K_02_025
KNOW,31,14,4,13,29,C_01_048
LABEL,31,16,3,12,30,J_02_105
LAMP2,31,15,3,13,27,K_01_004
LAND,31,16,5,10,27,G_02_066
LAPTOP,31,14,5,12,29,C_03_042
LAST,31,14,4,13,29,B_01_038
LATE,31,14,4,13,29,C_01_013
LAW,31,14,4,13,27,F_03_078
LAWNMOWER,31,14,4,13,29,B_03_064
LAYDOWN,31,16,3,12,30,J_02_004
LAZY,31,15,3,13,29,A_02_050
LEARN,31,15,4,12,30,B_01_042
LEARNLESSON,31,15,4,12,26,E_02_041
LEATHER,31,15,4,12,30,G_02_008
LEAVEALONE,31,16,3,12,29,H_03_105
LEFT,31,15,4,12,27,J_03_103
LEMON1,31,14,4,13,29,A_01_069
LETGO,31,16,4,11,29,F_02_034
LETMESEE,31,16,3,12,28,E_01_092
LETTER2,31,15,4,12,30,NA
LIBRARY,31,15,3,13,29,A_02_041
LICENSE,31,15,4,12,27,K_02_125
LICK1,31,15,4,12,29,E_02_021
LICKENVELOPE1,31,16,3,12,29,K_01_035
LICKENVELOPE2,31,17,4,10,29,K_02_028
LIE,31,15,4,12,30,B_03_012
LIFT1,31,16,5,10,27,G_02_082
LIGHT,31,15,3,13,28,K_01_102
LIGHTNING,31,15,4,12,26,D_02_069
LION,31,14,4,13,29,A_03_012
LIPREAD,31,15,3,13,28,E_03_047
LIST,31,15,3,13,27,D_01_041
LIVINGROOM,31,15,4,12,29,F_02_016
LOCK3,31,16,3,12,27,K_02_067
LOLLIPOP,31,16,3,12,28,E_02_095
LONGLINE,31,17,3,11,29,D_01_038
LONGWORD,31,14,4,13,29,H_02_047
LOOKAT,31,14,4,13,29,B_01_041
LOSE,31,16,3,12,27,D_03_064
LOSEGAME,31,15,3,13,27,C_02_009
LOST,31,15,3,13,27,J_01_017
LOUD,31,13,5,13,28,D_02_007
LOUSY,31,16,3,12,28,F_01_074
LUCK,31,15,3,13,28,H_03_009
LUCKY,31,15,4,12,26,D_02_008
LUNGS,31,15,4,12,30,G_01_026
MACHINE,31,14,4,13,29,A_03_078
MAGAZINE,31,14,4,13,29,A_02_076
MAGNET2,31,15,3,13,28,C_03_003
MAGNET3,31,15,3,13,27,K_03_066
MAGNET4,31,16,3,12,27,K_02_009
MAGNIFY1,31,14,4,13,27,G_01_073
MAGNIFY2,31,16,4,11,26,K_03_089
MAID,31,15,3,13,27,G_01_044
MAINSTREAM,31,15,3,13,27,J_03_037
MAKE,31,14,4,13,29,C_01_032
MAN,31,15,4,12,30,C_01_040
MANY,31,13,6,12,28,D_03_065
MAPLE,31,18,3,10,31,H_03_064
MARIONETTE,31,13,4,14,27,F_03_073
MASCARA,31,15,3,13,27,D_01_071
MATH,31,13,6,12,28,A_03_027
MCDONALDS,31,15,4,12,30,C_01_035
ME,31,13,5,13,28,B_01_068
MEAN2,31,15,3,13,29,B_02_069
MEAT1,31,18,3,10,30,D_02_022
MEAT2,31,16,4,11,27,F_03_021
MEDICINE,31,15,3,13,27,C_03_040
MEDITATE1,31,16,4,11,27,J_01_037
MEGAPHONE,31,14,4,13,29,G_03_102
MELT,31,16,3,12,29,F_01_050
MEMORIZE,31,14,4,13,27,G_03_081
MEMORIZEMEMORIZE,31,15,4,12,28,E_03_010
MESS,31,16,5,10,27,J_03_008
METAL,31,17,3,11,30,D_02_037
METAPHOR,31,16,3,12,27,D_02_059
MEXICAN1,31,15,4,12,30,J_02_045
MICROSCOPE2,31,17,3,11,29,K_02_008
MICROWAVE,31,14,4,13,29,A_02_043
MIDDLE,31,15,4,12,27,H_01_039
MILK2,31,16,3,12,29,K_03_070
MIND,31,14,4,13,29,B_01_046
MINDTURNED,31,15,3,13,27,J_01_034
MINE,31,15,3,13,27,K_01_030
MINIMUM2,31,14,4,13,29,J_03_077
MINUTE,31,15,4,12,29,B_01_074
MIRROR,31,15,4,12,30,A_03_034
MISCHIEVOUS,31,16,3,12,27,E_02_035
MISUNDERSTAND,31,16,3,12,27,C_03_027
MIX1,31,15,4,12,28,H_02_010
MIX3,31,15,3,13,28,K_02_098
MOCK,31,15,4,12,30,C_01_015
MODEL1,31,15,3,13,28,J_02_005
MODEL2,31,15,3,13,27,H_02_089
MONDAY,31,14,4,13,29,C_03_070
MONEY1,31,15,4,12,29,C_01_042
MONEY2,31,15,3,13,27,K_01_104
MONKEY,31,14,4,13,29,A_01_016
MORE,31,15,4,12,30,B_03_032
MOSQUITO,31,16,3,12,30,H_03_053
MOST,31,16,3,12,28,E_01_085
MOTIVATION2,31,16,4,11,29,E_02_047
MOUNTAIN1,31,15,3,13,29,A_01_055
MOUSE,31,14,4,13,29,A_03_009
MOUTH,31,17,3,11,30,C_02_087
MOVE,31,15,4,12,30,D_03_090
MOVEDOWN,31,15,4,12,29,G_01_053
MUCH,31,15,3,13,29,B_01_061
MUSEUM,31,15,3,13,29,C_01_024
MUST,31,15,3,13,28,F_02_004
MYSELF,31,17,3,11,29,D_03_024
NAILCLIPPER,31,16,3,12,28,E_01_077
NAPKIN,31,15,4,12,30,A_03_019
NEAR,31,15,4,12,30,G_01_014
NECKLACE1,31,14,4,13,29,A_02_072
NECKLACE3,31,15,5,11,27,K_01_071
NETWORK,31,15,4,12,27,J_02_075
NEUTRAL,31,14,4,13,29,A_03_021
NEVER,31,15,3,13,27,C_02_079
NEW,31,14,4,13,29,B_02_070
NEXT,31,15,3,13,28,E_03_080
NICE,31,16,3,12,30,G_03_059
NIECE,31,16,3,12,28,E_01_080
NINE,31,16,3,12,29,E_03_008
NONE,31,15,4,12,28,J_02_046
NONSENSE,31,15,4,12,27,G_03_071
NORMAL,31,15,4,12,30,F_02_036
NOSE,31,16,3,12,30,G_03_075
NOSEBLEED,31,14,4,13,28,K_01_092
NOTATHING,31,15,3,13,28,J_02_088
NOTHING1,31,15,4,12,30,B_01_079
NOTHING2,31,16,4,11,29,E_02_065
NOTINTERESTED,31,16,3,12,29,E_01_082
NOTUSEDTO,31,15,3,13,27,F_03_100
NOTYET,31,14,3,14,27,D_01_044
NUT1,31,16,3,12,28,D_02_073
OCTOPUS,31,16,4,11,29,F_03_007
OFF,31,16,3,12,29,E_01_027
OFFEND,31,17,3,11,29,D_03_039
OFFTHEPOINT,31,15,3,13,27,D_01_025
OFTEN,31,15,3,13,28,J_02_106
OIL2,31,15,3,13,29,H_02_078
OK,31,16,5,10,28,F_03_080
ONE,31,15,4,12,30,F_03_012
ONEMORE2,31,15,3,13,27,J_01_066
ONION,31,15,4,12,28,A_03_038
ONLYONE,31,15,4,12,30,H_01_001
OOPS,31,13,6,12,28,D_03_056
OPEN,31,15,4,12,27,G_03_088
OPINION2,31,14,4,13,27,H_03_101
OPPORTUNITY,31,15,4,12,30,J_02_090
OR,31,15,4,12,29,F_03_081
ORANGE,31,14,4,13,29,A_02_020
ORANGEEYES,31,16,3,12,28,E_03_087
ORANGETHROAT,31,16,3,12,28,F_02_039
ORDER1,31,14,4,13,28,C_02_064
ORGANIZATION,31,14,4,13,27,J_03_033
OSTRICH,31,16,5,10,30,F_03_098
OUR,31,15,4,12,29,G_02_067
OVERWHELMED,31,15,4,12,30,G_03_064
OWE,31,14,4,13,29,C_01_089
OWN,31,16,3,12,27,D_03_046
PAGE,31,16,5,10,28,G_01_070
PAINTBRUSH,31,14,4,13,29,A_02_079
PANCAKE,31,15,4,12,28,G_03_068
PANTS2,31,16,3,12,27,K_02_104
PAPER,31,14,4,13,29,A_01_026
PAPERCUTTER,31,15,3,13,29,A_03_082
PARACHUTE1,31,13,5,13,28,A_01_021
PARACHUTE2,31,16,4,11,30,K_03_005
PARAGRAPH,31,15,4,12,30,E_02_090
PARENTS,31,15,4,12,30,B_03_044
PASSOUT,31,16,5,10,28,G_02_002
PASSPORT,31,16,3,12,29,E_01_103
PATIENT1,31,13,5,13,28,B_01_060
PAY,31,15,4,12,29,F_01_082
PEACE,31,15,4,12,30,B_01_089
PEACH1,31,14,4,13,29,A_01_070
PEACH2,31,14,4,13,27,K_02_087
PEACOCK,31,16,3,12,30,G_02_088
PEAS1,31,15,4,12,27,F_01_017
PEAS2,31,15,4,12,28,F_02_052
PECK,31,16,4,11,30,K_03_010
PEEL2,31,14,4,13,27,K_02_103
PEG1,31,16,3,12,28,D_02_006
PEG2,31,17,3,11,27,K_01_103
PEG3,31,16,3,12,26,K_03_083
PEN,31,15,4,12,30,E_02_097
PENCIL,31,14,5,12,29,A_02_053
PENIS,31,14,4,13,27,F_03_095
PENNY,31,17,3,11,30,D_01_049
PEOPLE,31,16,3,12,29,C_01_009
PEPPER,31,14,4,13,28,A_02_085
PERFECT,31,13,6,12,28,D_01_008
PERFUME1,31,14,4,13,29,A_02_073
PERFUME2,31,15,4,12,29,F_01_046
PERIOD,31,14,4,13,27,J_02_107
PERSUADE,31,15,3,13,29,G_01_091
PET1,31,16,3,12,29,F_01_063
PHILOSOPHY,31,14,4,13,27,H_03_095
PHYSICS,31,16,3,12,29,E_03_014
PIANO,31,14,4,13,29,A_03_029
PICK,31,16,3,12,27,K_03_071
PICTURE,31,15,4,12,30,A_02_042
PIE,31,14,4,13,29,A_01_074
PILE,31,14,4,13,29,B_02_077
PILL,31,14,3,14,28,B_01_050
PILLOW2,31,16,3,12,29,K_01_097
PILLOW3,31,14,4,13,28,K_02_049
PINCH1,31,16,5,10,27,H_01_095
PINEAPPLE3,31,16,3,12,29,K_01_084
PINEAPPLE4,31,15,5,11,27,K_01_056
PINK,31,14,4,13,29,C_01_074
PIPE1,31,14,3,14,28,B_03_027
PIPE2,31,17,4,10,29,K_02_018
PIRATE,31,15,4,12,29,A_03_058
PISSEDOFF,31,15,3,13,27,H_03_056
PITCHER,31,13,4,14,27,G_01_028
PITY,31,15,3,13,27,C_03_022
PIZZA1,31,15,4,12,30,G_01_013
PIZZA2,31,16,3,12,28,E_02_085
PIZZACUTTER,31,16,3,12,29,E_02_084
PLACE,31,15,4,12,29,G_01_029
PLAN,31,15,4,12,28,E_03_034
PLANET,31,15,4,12,29,F_01_019
PLANT,31,16,4,11,29,E_01_029
PLATE,31,15,4,12,28,F_02_060
PLAYERS,31,14,4,13,28,G_03_062
PLAYGROUND,31,14,4,13,29,A_02_029
PLEASE,31,14,4,13,29,B_02_007
PLOW2,31,16,4,11,28,K_02_089
PLUG1,31,16,3,12,28,E_01_022
PLUG2,31,15,3,13,27,K_01_063
PLUMMET,31,15,5,11,27,G_03_028
PLUNGER,31,15,4,12,30,A_01_087
PLUS,31,15,4,12,29,J_03_045
POINTINDEX,31,15,3,13,27,K_02_083
POLE,31,15,4,12,30,H_02_014
POLICEMAN1,31,14,3,14,28,A_01_052
POLICEMAN2,31,16,3,12,29,K_03_104
POLICY,31,15,4,12,30,J_03_063
POOP,31,15,3,13,27,H_03_072
POP3,31,16,4,11,27,K_01_049
POP4,31,16,3,12,27,K_02_115
POPCORN,31,15,4,12,30,A_02_080
POPULAR,31,15,3,13,27,J_01_016
POSSIBLE,31,14,4,13,29,B_02_005
POSSUM,31,15,3,13,26,H_03_079
POUR1,31,15,4,12,27,K_01_094
POUR2,31,16,4,11,27,F_02_063
POWDER,31,16,3,12,30,H_01_026
PRACTICE,31,15,4,12,30,F_03_002
PRAYER,31,16,3,12,27,C_03_090
PRECIOUS,31,16,3,12,30,H_02_071
PREFER,31,15,4,12,30,B_01_078
PRESS,31,17,5,9,27,H_03_006
PRETEND,31,16,3,12,29,D_03_062
PRICE,31,16,4,11,30,C_02_004
PRIDE,31,14,4,13,29,A_01_081
PRIEST,31,15,4,12,26,D_03_026
PRINT,31,14,3,14,28,B_01_045
PRIORITY,31,14,4,13,27,J_01_074
PROBLEM1,31,14,4,13,29,B_03_047
PRODUCESIGN,31,14,4,13,27,J_03_051
PROJECT,31,14,5,12,29,J_01_054
PROMISE,31,15,4,12,30,A_01_071
PROMOTE,31,13,5,13,28,D_01_061
PROPELLER,31,15,3,13,28,F_01_038
PROTECTION,31,16,3,12,27,C_03_037
PROTEST,31,14,4,13,27,H_03_026
PROVIDE,31,15,4,12,28,H_01_045
PUMPKIN,31,15,3,13,27,H_02_056
PUNISH,31,15,3,13,27,C_02_041
PURPLE,31,14,4,13,29,B_02_067
PUSH,31,13,4,14,27,D_02_077
QM,31,15,3,13,27,J_02_011
QUALITY,31,15,4,12,27,J_02_095
QUIET,31,15,4,12,29,C_01_037
QUIT,31,14,3,14,27,F_01_079
RABBIT2,31,17,3,11,30,K_03_119
RADIO,31,14,4,13,29,A_01_075
RAKE,31,16,3,12,27,D_03_021
RANGE,31,15,4,12,30,H_01_101
RAZOR1,31,14,4,13,29,A_01_089
REACT,31,15,3,13,27,H_03_065
READ,31,14,4,13,29,A_01_022
REALLY,31,15,4,12,30,B_02_021
REASON,31,15,4,12,28,C_01_076
RECITE,31,15,5,11,27,J_02_078
RECORD,31,15,3,13,28,G_01_024
REGISTER,31,15,3,13,28,F_01_021
REGULAR,31,16,3,12,27,J_01_067
RELEASE,31,15,4,12,30,E_03_059
RELIGION,31,14,4,13,29,B_03_029
REMEMBER2,31,15,3,13,27,C_02_014
REMOTECONTROL,31,15,4,12,28,B_03_004
REMOVE,31,16,3,12,30,J_02_092
RESIGN,31,15,4,12,30,J_01_084
RESPONSIBILITY,31,13,5,13,28,B_01_018
RESTALLDAY,31,15,3,13,28,J_03_043
RESTAURANT,31,15,4,12,30,D_02_045
RESULT,31,15,4,12,30,J_01_039
RETIRE,31,14,4,13,27,J_03_084
RETRIEVE,31,15,3,13,27,H_02_028
RHINO2,31,17,3,11,29,K_01_088
RHINO3,31,16,4,11,26,D_03_016
RICH,31,15,4,12,28,F_03_103
RIDE1,31,16,3,12,29,J_03_026
RIGHT1,31,15,4,12,30,C_01_065
RIGHT3,31,17,3,11,29,J_03_095
RING,31,14,4,13,29,A_03_053
ROAD,31,16,4,11,29,F_02_083
ROAST,31,16,4,11,29,J_02_038
ROB,31,15,4,12,30,G_02_093
ROBOT,31,16,3,12,29,F_01_034
ROCK,31,14,4,13,29,A_01_030
ROLL,31,16,4,11,29,E_03_011
ROPE,31,15,4,12,30,D_03_012
ROSE,31,16,3,12,30,G_03_024
ROUGH,31,16,3,12,29,F_01_028
ROW,31,15,5,11,27,G_03_047
RUDE,31,15,4,12,30,B_01_026
RULE,31,13,4,14,27,F_02_091
RULER,31,15,3,13,27,G_02_086
RUN1,31,15,4,12,30,B_03_015
RUSH,31,15,4,12,26,E_03_054
SAIL2,31,17,3,11,28,K_01_048
SAILBOAT,31,16,4,11,30,F_02_094
SALT,31,14,4,13,29,B_01_069
SALTSHAKER,31,16,3,12,29,E_02_100
SAMESAME,31,16,3,12,27,J_02_081
SAMETIME,31,15,3,13,28,H_02_021
SANTA,31,13,4,14,27,F_03_019
SARCASTIC,31,16,3,12,28,E_01_005
SAUCE,31,15,4,12,29,F_01_054
SAUSAGE,31,15,4,12,30,F_03_088
SAVE,31,13,5,13,26,G_03_061
SAW1,31,15,4,12,30,D_03_060
SCARCELY,31,15,3,13,28,B_02_014
SCARF2,31,17,2,12,29,K_02_120
SCIENCE,31,14,4,13,29,A_02_011
SCISSORS,31,14,4,13,29,A_01_038
SCOLD,31,16,3,12,30,H_01_008
SCOOP,31,16,3,12,27,J_03_044
SCRATCH,31,14,4,13,27,H_02_084
SCREAM,31,16,4,11,29,E_03_027
SCREWDRIVER1,31,15,4,12,28,D_02_023
SCREWDRIVER3,31,16,3,12,27,K_01_014
SCRIPT,31,15,4,12,28,H_03_081
SCRUB,31,16,3,12,27,E_02_086
SCULPT,31,15,4,12,27,J_01_028
SCULPTURE,31,16,3,12,29,E_03_045
SEAL,31,14,5,12,26,G_01_057
SECRETARY,31,15,4,12,30,A_03_059
SEE,31,15,3,13,27,C_02_030
SEEM,31,14,3,14,27,F_01_043
SEESEE,31,15,3,13,27,J_03_004
SELECT,31,16,3,12,29,D_03_087
SELF,31,14,4,13,27,H_01_015
SENATE,31,15,4,12,30,G_03_099
SEND,31,15,4,12,26,E_02_009
SENTENCE2,31,16,5,10,27,H_01_025
SERVE2,31,16,3,12,29,K_02_061
SETUP,31,13,5,13,28,B_03_021
SHAKE1,31,16,4,11,28,G_01_062
SHAKE2,31,15,4,12,27,F_03_048
SHARE,31,16,3,12,28,E_02_101
SHARK1,31,17,4,10,28,E_02_071
SHARPEN1,31,16,3,12,28,H_03_060
SHARPEN2,31,17,3,11,28,K_01_109
SHAVE3,31,16,4,11,29,K_02_043
SHAVE4,31,16,3,12,27,K_03_114
SHEEP,31,14,4,13,29,A_02_010
SHELF,31,14,4,13,29,E_02_060
SHIRT1,31,14,4,13,29,A_01_028
SHIRT2,31,15,3,13,28,K_01_108
SHOCKED,31,17,3,11,29,D_01_023
SHOOT2,31,15,3,13,28,K_02_114
SHOP1,31,13,6,12,28,D_03_058
SHORTDISTANCE,31,15,4,12,30,H_01_049
SHORTPERSON,31,16,5,10,27,H_02_092
SHORTS,31,15,4,12,29,A_01_037
SHOT,31,15,4,12,30,E_01_013
SHOULDER1,31,14,3,14,28,A_02_055
SHOULDER2,31,15,3,13,27,K_01_078
SHOVEL1,31,14,4,13,29,A_01_088
SHRIMP,31,14,3,14,28,A_01_065
SHY,31,14,4,13,29,B_01_040
SICK,31,14,4,13,29,B_01_072
SIDE,31,15,4,12,27,J_03_055
SIDEBURNS,31,15,4,12,30,F_01_087
SIGN,31,15,4,12,28,E_03_050
SIGNATURE,31,16,3,12,29,F_01_069
SINCE,31,17,3,11,29,D_03_014
SING,31,15,4,12,30,D_03_075
SISTER,31,14,5,12,29,D_03_050
SIT,31,13,4,14,27,D_03_034
SITUATION,31,14,4,13,27,H_03_066
SIX,31,16,4,11,29,G_03_034
SKATEBOARDING1,31,14,6,11,28,C_02_052
SKATEBOARDING2,31,15,4,12,27,K_01_079
SKATEBOARDING3,31,16,4,11,27,K_02_110
SKI,31,17,3,11,29,D_02_027
SKI-CA,31,15,4,12,27,K_03_033
SKILL,31,14,4,13,27,G_02_038
SKIN,31,16,3,12,28,F_01_091
SLAVE,31,16,3,12,28,E_03_094
SLICE1,31,16,4,11,30,K_01_028
SLIDE2,31,17,3,11,29,K_01_058
SLINGSHOT,31,15,4,12,30,F_02_069
SLIP1,31,16,3,12,28,K_02_033
SLIP2,31,15,3,13,27,J_02_030
SLIPPER,31,16,3,12,29,E_01_062
SMALL,31,16,3,12,27,D_01_030
SMART,31,15,4,12,30,D_02_075
SMELL,31,15,4,12,30,E_02_049
SMELLMONEY,31,16,5,10,28,F_03_026
SMILE1,31,15,4,12,30,D_01_031
SMOOTH,31,16,3,12,30,H_02_101
SNAP,31,16,3,12,28,F_02_017
SNEAKADVENTURE,31,16,3,12,28,F_01_057
SNEEZE1,31,16,3,12,28,K_02_023
SNEEZE2,31,15,3,13,28,C_03_066
SNORKEL,31,15,4,12,30,E_01_102
SNOWBOARD,31,16,3,12,27,K_01_025
SNOWSUIT,31,14,5,12,27,E_03_005
SOAP2,31,15,4,12,30,E_03_078
SOCIALIZE,31,15,4,12,30,H_01_021
SOCKS,31,14,4,13,29,A_03_033
SOFA,31,15,4,12,27,G_03_006
SOME,31,14,3,14,28,B_01_020
SOMERSAULT3,31,16,3,12,27,J_02_012
